
<7>[    3.824576] random 0034 0000 0000 cadf44cd e6e5b548: add_timer_randomness(.. 8388864) with jiffies: 5929299877950316225, cycles: 5929299873655426759
[    4.835236] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16338998171801673662, cycles: -2107745906202767673
[    4.835290] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835293] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16339589228021079998, cycles: -2107154849983361337
[    4.835345] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835348] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16340159114346684350, cycles: -2106584963657756985
[    4.835400] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835403] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16340725392899760062, cycles: -2106018685104681273
[    4.835456] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835459] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16341299067386519486, cycles: -2105445010617921849
[    4.835510] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835514] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16341863413204311998, cycles: -2104880664800129337
[    4.835575] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835579] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16342530864007012286, cycles: -2104213213997429049
[    4.835630] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835634] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16343099423187722174, cycles: -2103644654816719161
[    4.835686] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835689] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16343668046792941502, cycles: -2103076031211499833
[    4.835742] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835745] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16344246192340656062, cycles: -2102497885663785273
[    4.835797] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.835800] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16344815202492932030, cycles: -2101928875511509305
[    4.838073] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.838077] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16368263353107144639, cycles: -2078480724897296697
[    4.838348] random 0048 0000 0000 031e24fc 879d3098: add_disk_randomness(8:0) 031e24fc 879d3098
[    4.838352] random 0048 0000 0000 031e24fc 879d3098: add_timer_randomness(.. 8388864) with jiffies: 16371095003570560959, cycles: -2075649074433880377
[    4.838388] random 0048 0000 0000 031e24fc 879d3098: rand_read_num 269 get_random_bytes(16): sig fffff67e 031e24fc 879d3098
[    4.838390] random 0048 0000 0000 031e24fc 879d3098: extract_entropy(.. 16 ..)
[    4.838393] random 0048 0000 0000 031e24fc 879d3098: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.838395] random 0048 0000 0000 031e24fc 879d3098: extract_entropy(.. 16 ..)
[    4.838397] random 0048 0000 0000 031e24fc 879d3098: trying to extract 128 bits from input
[    4.838400] random 0048 0000 0000 031e24fc 879d3098: debiting 0 entropy credits from input
[    4.838402] random 0048 0000 0000 031e24fc 879d3098: extract_entropy account returned: 0 
[    4.838405] random 0048 0000 0000 031e24fc 879d3098: urand_change_num 815 xfer_secondary_pool(16): pool_sig fffff67e, data_sig 00000000, bytes_mixed 0 031e24fc 879d3098
[    4.838408] random 0048 0000 0000 031e24fc 879d3098: trying to extract 128 bits from nonblocking
[    4.838410] random 0048 0000 0000 031e24fc 879d3098: debiting 128 entropy credits from nonblocking (unlimited)
[    4.838412] random 0048 0000 0000 031e24fc 879d3098: extract_entropy account returned: 16 
[    4.838416] random 0048 0000 0000 031e24fc 879d3098: urand_change_num 816 extract_buf: pool_sig fffff67e, data_sig ffffff87, bytes_mixed 20 031e24fc 879d3098
[    4.838421] random 0048 0000 0000 031e24fc 879d3098: urand_change_num 817 extract_buf: pool_sig ffffff86, data_sig fffffe05, bytes_mixed 20 031e24fc 879d3098
[    4.839478] random 0048 0000 0000 e97b6927 9bedf73e: add_disk_randomness(8:0) e97b6927 9bedf73e
[    4.839482] random 0048 0000 0000 e97b6927 9bedf73e: add_timer_randomness(.. 8388864) with jiffies: 16382730894609145791, cycles: -2064013183395295545
[    4.839757] RANDOM get_random_int call with cycles 16251676343566, jiffies 4294893503 and pid 1
[    4.840244] random 0048 0000 0000 e97b6927 9bedf73e: add_disk_randomness(8:0) e97b6927 9bedf73e
[    4.840248] random 0048 0000 0000 e97b6927 9bedf73e: add_timer_randomness(.. 8388864) with jiffies: 16390622252770451391, cycles: -2056121825233989945
[    4.840382] <30>udevd[365]: starting version 175
[    4.842069] random 0048 0000 0000 e97b6927 9bedf73e: add_disk_randomness(8:0) e97b6927 9bedf73e
[    4.842074] random 0048 0000 0000 e97b6927 9bedf73e: add_timer_randomness(.. 8388864) with jiffies: 16409420770574262208, cycles: -2037323307430179129
[    4.842131] random 0048 0000 0000 e97b6927 9bedf73e: add_disk_randomness(8:0) e97b6927 9bedf73e
[    4.842135] random 0048 0000 0000 e97b6927 9bedf73e: add_timer_randomness(.. 8388864) with jiffies: 16410055867388321728, cycles: -2036688210616119609
[    4.842192] random 0048 0000 0000 e97b6927 9bedf73e: add_disk_randomness(8:0) e97b6927 9bedf73e
[    4.842195] random 0048 0000 0000 e97b6927 9bedf73e: add_timer_randomness(.. 8388864) with jiffies: 16410681300525965248, cycles: -2036062777478476089
[    4.842248] random 0048 0000 0000 e97b6927 9bedf73e: add_disk_randomness(8:0) e97b6927 9bedf73e
[    4.842251] random 0048 0000 0000 e97b6927 9bedf73e: add_timer_randomness(.. 8388864) with jiffies: 16411257448913887168, cycles: -2035486629090554169
[    4.842599] random 0048 0000 0000 e97b6927 9bedf73e: rand_read_num 270 get_random_bytes(16): sig 00000104 e97b6927 9bedf73e
[    4.842603] random 0048 0000 0000 e97b6927 9bedf73e: extract_entropy(.. 16 ..)
[    4.842606] random 0048 0000 0000 e97b6927 9bedf73e: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.842609] random 0048 0000 0000 e97b6927 9bedf73e: extract_entropy(.. 16 ..)
[    4.842611] random 0048 0000 0000 e97b6927 9bedf73e: trying to extract 128 bits from input
[    4.842613] random 0048 0000 0000 e97b6927 9bedf73e: debiting 0 entropy credits from input
[    4.842631] random 0048 0000 0000 e97b6927 9bedf73e: add_disk_randomness(8:0) e97b6927 9bedf73e
[    4.842635] random 0048 0000 0000 e97b6927 9bedf73e: add_timer_randomness(.. 8388864) with jiffies: 16415206619802951616, cycles: -2031537458201489721
[    4.842640] random 0048 0000 0000 e97b6927 9bedf73e: extract_entropy account returned: 0 
[    4.842643] random 0048 0000 0000 e97b6927 9bedf73e: urand_change_num 818 xfer_secondary_pool(16): pool_sig 00000104, data_sig 00000000, bytes_mixed 0 e97b6927 9bedf73e
[    4.842646] random 0048 0000 0000 e97b6927 9bedf73e: trying to extract 128 bits from nonblocking
[    4.842648] random 0048 0000 0000 e97b6927 9bedf73e: debiting 128 entropy credits from nonblocking (unlimited)
[    4.842651] random 0048 0000 0000 e97b6927 9bedf73e: extract_entropy account returned: 16 
[    4.842654] random 0048 0000 0000 e97b6927 9bedf73e: urand_change_num 819 extract_buf: pool_sig 00000104, data_sig fffffe75, bytes_mixed 20 e97b6927 9bedf73e
[    4.842659] random 0048 0000 0000 6f49a9b4 f5c168bd: urand_change_num 820 extract_buf: pool_sig 00000194, data_sig ffffffd5, bytes_mixed 20 6f49a9b4 f5c168bd
[    4.843310] random 0048 0000 0000 6f49a9b4 f5c168bd: add_disk_randomness(8:0) 6f49a9b4 f5c168bd
[    4.843314] random 0048 0000 0000 6f49a9b4 f5c168bd: add_timer_randomness(.. 8388864) with jiffies: 16422202528822648768, cycles: -2024541549181792569
[    4.843367] random 0048 0000 0000 6f49a9b4 f5c168bd: add_disk_randomness(8:0) 6f49a9b4 f5c168bd
[    4.843371] random 0048 0000 0000 6f49a9b4 f5c168bd: add_timer_randomness(.. 8388864) with jiffies: 16422786111798960064, cycles: -2023957966205481273
[    4.843421] random 0048 0000 0000 6f49a9b4 f5c168bd: add_disk_randomness(8:0) 6f49a9b4 f5c168bd
[    4.843425] random 0048 0000 0000 6f49a9b4 f5c168bd: add_timer_randomness(.. 8388864) with jiffies: 16423346360217952192, cycles: -2023397717786489145
[    4.843482] random 0048 0000 0000 6f49a9b4 f5c168bd: add_disk_randomness(8:0) 6f49a9b4 f5c168bd
[    4.843486] random 0048 0000 0000 6f49a9b4 f5c168bd: add_timer_randomness(.. 8388864) with jiffies: 16423970169857957824, cycles: -2022773908146483513
[    4.843535] random 0048 0000 0000 6f49a9b4 f5c168bd: add_disk_randomness(8:0) 6f49a9b4 f5c168bd
[    4.843539] random 0048 0000 0000 6f49a9b4 f5c168bd: add_timer_randomness(.. 8388864) with jiffies: 16424520999413669824, cycles: -2022223078590771513
[    4.843589] random 0048 0000 0000 6f49a9b4 f5c168bd: add_disk_randomness(8:0) 6f49a9b4 f5c168bd
[    4.843593] random 0048 0000 0000 6f49a9b4 f5c168bd: add_timer_randomness(.. 8388864) with jiffies: 16425077691599740864, cycles: -2021666386404700473
[    4.843998] random 0048 0000 0000 6f49a9b4 f5c168bd: add_disk_randomness(8:0) 6f49a9b4 f5c168bd
[    4.844001] random 0048 0000 0000 6f49a9b4 f5c168bd: add_timer_randomness(.. 8388864) with jiffies: 16429283954936176576, cycles: -2017460123068264761
[    4.844782] RANDOM get_random_int call with cycles 16251688392610, jiffies 4294893504 and pid 1
[    4.845096] random 0048 0000 0000 6f49a9b4 f5c168bd: rand_read_num 271 get_random_bytes(16): sig 000002c6 6f49a9b4 f5c168bd
[    4.845099] random 0048 0000 0000 6f49a9b4 f5c168bd: extract_entropy(.. 16 ..)
[    4.845102] random 0048 0000 0000 6f49a9b4 f5c168bd: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.845104] random 0048 0000 0000 6f49a9b4 f5c168bd: extract_entropy(.. 16 ..)
[    4.845106] random 0048 0000 0000 6f49a9b4 f5c168bd: trying to extract 128 bits from input
[    4.845109] random 0048 0000 0000 6f49a9b4 f5c168bd: debiting 0 entropy credits from input
[    4.845111] random 0048 0000 0000 6f49a9b4 f5c168bd: extract_entropy account returned: 0 
[    4.845114] random 0048 0000 0000 6f49a9b4 f5c168bd: urand_change_num 821 xfer_secondary_pool(16): pool_sig 000002c6, data_sig 00000000, bytes_mixed 0 6f49a9b4 f5c168bd
[    4.845117] random 0048 0000 0000 6f49a9b4 f5c168bd: trying to extract 128 bits from nonblocking
[    4.845119] random 0048 0000 0000 6f49a9b4 f5c168bd: debiting 128 entropy credits from nonblocking (unlimited)
[    4.845122] random 0048 0000 0000 6f49a9b4 f5c168bd: extract_entropy account returned: 16 
[    4.845125] random 0048 0000 0000 6f49a9b4 f5c168bd: urand_change_num 822 extract_buf: pool_sig 000002c6, data_sig 00000102, bytes_mixed 20 6f49a9b4 f5c168bd
[    4.845130] random 0048 0000 0000 f3cda507 2c215924: urand_change_num 823 extract_buf: pool_sig fffffffc, data_sig 0000018e, bytes_mixed 20 f3cda507 2c215924
[    4.845728] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.845785] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16447401054703640512, cycles: -1999343023300800825
[    4.846125] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.846132] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16451210123759509441, cycles: -1995533954244931897
[    4.846465] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.846469] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16454696421728116673, cycles: -1992047656276324665
[    4.846561] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.846565] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16455684848321748929, cycles: -1991059229682692409
[    4.846625] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.846629] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16456344684147433409, cycles: -1990399393857007929
[    4.846684] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.846688] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16456955170798886849, cycles: -1989788907205554489
[    4.846747] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.846751] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16457603951378751425, cycles: -1989140126625689913
[    4.847082] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.847085] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16461046917422309313, cycles: -1985697160582132025
[    4.847152] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.847157] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16461777942330924993, cycles: -1984966135673516345
[    4.847238] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.847242] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16462662271802204097, cycles: -1984081806202237241
[    4.847302] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.847305] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16463312276447748033, cycles: -1983431801556693305
[    4.847393] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.847396] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16464252539278122945, cycles: -1982491538726318393
[    4.847453] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.847457] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16464873127692656577, cycles: -1981870950311784761
[    4.847520] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.847524] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16465562714756800449, cycles: -1981181363247640889
[    4.850069] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.850073] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16491815556324712386, cycles: -1954928521679728953
[    4.850469] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.850473] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16495935018372095938, cycles: -1950809059632345401
[    4.850533] random 0048 0000 0000 87c6401a 387e9610: add_disk_randomness(8:0) 87c6401a 387e9610
[    4.850537] random 0048 0000 0000 87c6401a 387e9610: add_timer_randomness(.. 8388864) with jiffies: 16496596104033263554, cycles: -1950147973971177785
[    4.850794] random 0048 0000 0000 87c6401a 387e9610: rand_read_num 272 get_random_bytes(16): sig ffffff94 87c6401a 387e9610
[    4.850797] random 0048 0000 0000 87c6401a 387e9610: extract_entropy(.. 16 ..)
[    4.850800] random 0048 0000 0000 87c6401a 387e9610: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.850802] random 0048 0000 0000 87c6401a 387e9610: extract_entropy(.. 16 ..)
[    4.850804] random 0048 0000 0000 87c6401a 387e9610: trying to extract 128 bits from input
[    4.850807] random 0048 0000 0000 87c6401a 387e9610: debiting 0 entropy credits from input
[    4.850809] random 0048 0000 0000 87c6401a 387e9610: extract_entropy account returned: 0 
[    4.850812] random 0048 0000 0000 87c6401a 387e9610: urand_change_num 824 xfer_secondary_pool(16): pool_sig ffffff94, data_sig 00000000, bytes_mixed 0 87c6401a 387e9610
[    4.850815] random 0048 0000 0000 87c6401a 387e9610: trying to extract 128 bits from nonblocking
[    4.850817] random 0048 0000 0000 87c6401a 387e9610: debiting 128 entropy credits from nonblocking (unlimited)
[    4.850820] random 0048 0000 0000 87c6401a 387e9610: extract_entropy account returned: 16 
[    4.850823] random 0048 0000 0000 87c6401a 387e9610: urand_change_num 825 extract_buf: pool_sig ffffff94, data_sig 00000127, bytes_mixed 20 87c6401a 387e9610
[    4.850828] random 0048 0000 0000 87c6401a 387e9610: urand_change_num 826 extract_buf: pool_sig 00000079, data_sig 000000b3, bytes_mixed 20 87c6401a 387e9610
[    4.851662] random 0048 0000 0000 29f71342 797913f7: add_disk_randomness(8:0) 29f71342 797913f7
[    4.851667] random 0048 0000 0000 29f71342 797913f7: add_timer_randomness(.. 8388864) with jiffies: 16508230590617542594, cycles: -1938513487386898745
[    4.851744] random 0048 0000 0000 29f71342 797913f7: add_disk_randomness(8:0) 29f71342 797913f7
[    4.851749] random 0048 0000 0000 29f71342 797913f7: add_timer_randomness(.. 8388864) with jiffies: 16509078043499618242, cycles: -1937666034504823097
[    4.852445] RANDOM get_random_int call with cycles 16251706770600, jiffies 4294893506 and pid 1
[    4.852711] random 0048 0000 0000 29f71342 797913f7: rand_read_num 273 get_random_bytes(16): sig 00000712 29f71342 797913f7
